geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
13400,-22.728431021928536,-47.65393389800334,piracicaba,SP
13419,-22.737844066910814,-47.64749442662562,piracicaba,SP
13465,-22.750952175688138,-47.3443165320561,americana,SP
13403,-22.72984561503841,-47.6668222389636,piracicaba,SP
13419,-22.72878189757065,-47.64611934234525,piracicaba,SP
13481,-22.59911166694557,-47.39075138773154,limeira,SP
13455,-22.72834038272506,-47.37427016868612,santa barbara d'oeste,SP
13416,-22.711511220381954,-47.63921796736698,piracicaba,SP
13425,-22.75903032001268,-47.63676006315988,piracicaba,SP
13456,-22.757923337720435,-47.36236544198658,santa barbara d'oeste,SP
13480,-22.578674476303185,-47.392908620951914,limeira,SP
13450,-22.758943747563684,-47.4208561651075,santa barbara d'oeste,SP
13481,-22.59858994976627,-47.39447766541636,limeira,SP
13476,-22.751059409890633,-47.25048457171961,americana,SP
13450,-22.761361488707646,-47.415963765517695,santa barbara d'oeste,SP
13486,-22.559628572854752,-47.39589898972822,limeira,SP
13432,-22.657986999999935,-47.768706056999974,piracicaba,SP
13400,-22.731553171821666,-47.65181315044137,piracicaba,SP
13482,-22.57066391395927,-47.42274297737896,limeira,SP
13495,-22.592901161211213,-47.507626625927806,iracemapolis,SP
13465,-22.736093347567326,-47.3332230050416,americana,SP
13473,-22.72002844823706,-47.30792614279532,americana,SP
13420,-22.7384313208494,-47.62416389021304,piracicaba,SP
13419,-22.73400658061638,-47.64417848014891,piracicaba,SP
13467,-22.76015046652105,-47.32560603920407,americana,SP
13474,-22.69864278212821,-47.28865635192456,americana,SP
13417,-22.744121564516224,-47.63139510465105,piracicaba,SP
13422,-22.72582004187953,-47.59451557730397,piracicaba,SP
13480,-22.57730447861534,-47.41267630937166,limeira,SP
13466,-22.756087320013023,-47.326366651149314,americana,SP
13465,-22.74472181081576,-47.33479109695432,americana,SP
13400,-22.72546013183105,-47.64614937414155,piracicaba,SP
13473,-22.717304999999996,-47.307833999999986,americana,SP
13405,-22.723664427145234,-47.66387156924807,piracicaba,SP
13475,-22.717752412430055,-47.28116014115055,americana,SP
13477,-22.738454548992976,-47.289743628224365,americana,SP
13468,-22.7498955925616,-47.35977192576026,americana,SP
13419,-22.73761985154918,-47.64374318278593,piracicaba,SP
13480,-22.559535136274466,-47.402921619481795,limeira,SP
13408,-22.66850463527749,-47.689423477362084,piracicaba,SP
13484,-22.554042925616034,-47.41070907591318,limeira,SP
13495,-22.58338817890319,-47.51599854027732,iracemapolis,SP
13416,-22.709289822118812,-47.64455469721266,piracicaba,SP
13480,-22.579091328899477,-47.398906655288805,limeira,SP
13473,-22.72822783068924,-47.30704716938082,americana,SP
13481,-22.598752892867438,-47.391080390645726,limeira,SP
13409,-22.677712041346926,-47.7116882961509,piracicaba,SP
13480,-22.56537638773155,-47.40758230974089,limeira,SP
13402,-22.74251333971953,-47.675978952680445,piracicaba,SP
13474,-22.701866175139877,-47.29484397169482,americana,SP
13484,-22.55869429467723,-47.42783920762304,limeira,SP
13460,-22.777354889623044,-47.27984496931975,nova odessa,SP
13490,-22.488411801907414,-47.46088604218628,cordeiropolis,SP
13400,-22.73108011296094,-47.654881292255766,piracicaba,SP
13484,-22.55652117401471,-47.410326969328885,limeira,SP
