geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
06334,-23.544435450486993,-46.830051945473365,carapicuiba,SP
06365,-23.556160252592697,-46.85117231499858,carapicuiba,SP
06332,-23.563526498333925,-46.83600453691928,carapicuiba,SP
06331,-23.543427702967442,-46.82631709735868,carapicuiba,SP
06365,-23.545552499999992,-46.85971724999999,carapicuiba,SP
06329,-23.539810700356732,-46.82066934574153,carapicuiba,SP
06325,-23.53384913325397,-46.828771908650886,carapicuiba,SP
06310,-23.51341800278423,-46.8365837861514,carapicuiba,SP
06310,-23.51631064982429,-46.83898863701548,carapicuiba,SP
06341,-23.56957682491106,-46.81641598861351,carapicuiba,SP
06365,-23.55036383043158,-46.84722207662792,carapicuiba,SP
06328,-23.527475076296692,-46.82201630547388,carapicuiba,SP
06335,-23.55453601417207,-46.83415987187677,carapicuiba,SP
06364,-23.563404010293596,-46.838234446123394,carapicuíba,SP
06361,-23.5633019894655,-46.84573898101176,carapicuíba,SP
06334,-23.544522063911035,-46.83412028145241,carapicuiba,SP
06343,-23.562693187776688,-46.83623651442712,carapicuiba,SP
06340,-23.5695878387414,-46.822512019511734,carapicuiba,SP
06385,-23.547071760299417,-46.845937097071655,carapicuiba,SP
06321,-23.535255569429577,-46.82895847808752,carapicuíba,SP
06385,-23.5397878375139,-46.84517033925997,carapicuiba,SP
06341,-23.57434231731124,-46.817796407001254,carapicuiba,SP
06397,-23.53175340255909,-46.856660476104665,carapicuiba,SP
06325,-23.534307892352892,-46.82935327954513,carapicuíba,SP
06330,-23.559885269850195,-46.830498926825626,carapicuiba,SP
06333,-23.5597548546606,-46.83300109764091,carapicuiba,SP
06361,-23.56144558536356,-46.84516490655314,carapicuiba,SP
06343,-23.576047870243052,-46.826130024030455,carapicuiba,SP
06365,-23.55520545396759,-46.85018855756715,carapicuiba,SP
06322,-23.530300124980062,-46.834395320695805,carapicuiba,SP
06390,-23.53734300994167,-46.84745940819171,carapicuiba,SP
06362,-23.55628547639352,-46.84007186308001,carapicuiba,SP
06330,-23.559820454306116,-46.83044491387223,carapicuiba,SP
06364,-23.565260296964826,-46.8429076449089,carapicuíba,SP
06311,-23.521309462831052,-46.841879011264204,carapicuiba,SP
06341,-23.57195781337019,-46.82174514513997,carapicuiba,SP
06317,-23.5231902501088,-46.84680934544841,carapicuiba,SP
06385,-23.544874950717325,-46.84210561686342,carapicuiba,SP
06365,-23.55590282344068,-46.845351487073366,carapicuiba,SP
06322,-23.523194165880014,-46.831560771154045,carapicuíba,SP
06341,-23.570524807234516,-46.82022132960494,carapicuiba,SP
06364,-23.566462650219606,-46.840399116054186,carapicuiba,SP
