geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
22713,-22.930927083992938,-43.3849856514328,rio de janeiro,RJ
22750,-22.939030353287695,-43.33250608483823,rio de janeiro,RJ
22763,-22.9469305765916,-43.34920950680676,rio de janeiro,RJ
22795,-23.018078426293766,-43.45994542939735,rio de janeiro,RJ
22790,-23.022017142745554,-43.48727414558486,rio de janeiro,RJ
22735,-22.916155672225692,-43.348160829303524,rio de janeiro,RJ
22740,-22.925912668330557,-43.355061701915844,rio de janeiro,RJ
22783,-22.99079808291055,-43.45612046883233,rio de janeiro,RJ
22775,-22.95344338550985,-43.37721348903571,rio de janeiro,RJ
22710,-22.929384384124873,-43.375700938802,rio de janeiro,RJ
22795,-23.0270337352127,-43.46397048695825,rio de janeiro,RJ
22775,-22.95135924118531,-43.374126782128194,rio de janeiro,RJ
22790,-23.030401208922193,-43.47387711538785,rio de janeiro,RJ
22755,-22.959833809813997,-43.33051818463113,rio de janeiro,RJ
22725,-22.912000889260764,-43.377521406053425,rio de janeiro,RJ
22755,-22.94184441771018,-43.34154118679664,rio de janeiro,RJ
22790,-22.998136922791875,-43.42775329691502,rio de janeiro,RJ
22793,-22.997430533181266,-43.37688183527612,rio de janeiro,RJ
22775,-22.969816261806994,-43.39337753938703,rio de janeiro,RJ
22775,-22.970699916180962,-43.38216285847409,rio de janeiro,RJ
22750,-22.94134335192454,-43.33824510323742,rio de janeiro,RJ
22790,-23.0030955,-43.483630500000004,rio de janeiro,RJ
22783,-22.98196406745392,-43.46117303839636,rio de janeiro,RJ
22710,-22.92655753621103,-43.374672953372965,rio de janeiro,RJ
22770,-22.94079889869583,-43.358896534970285,rio de janeiro,RJ
22713,-22.927861748897275,-43.39187336085152,rio de janeiro,RJ
22753,-22.975034730509503,-43.326344561342225,rio de janeiro,RJ
22770,-22.93396233527612,-43.363598930059425,rio de janeiro,RJ
22793,-22.983966148558988,-43.38175646246902,rio de janeiro,RJ
22785,-22.98459519043199,-43.49170221464048,rio de janeiro,RJ
22713,-22.930005164031382,-43.385351840556254,rio de janeiro,RJ
22795,-23.02292005274389,-43.46574679972891,rio de janeiro,RJ
22713,-22.92630440383172,-43.388963103121846,rio de janeiro,RJ
22725,-22.912000889260764,-43.377521406053425,rio de janeiro,RJ
22750,-22.946981165964623,-43.337615898147575,rio de janeiro,RJ
22795,-23.021336567026385,-43.455955599774974,rio de janeiro,RJ
22793,-23.00581836204136,-43.417973864657164,rio de janeiro,RJ
22795,-23.030505529471366,-43.472022882367824,rio de janeiro,RJ
22740,-22.92421903303704,-43.351451167493835,rio de janeiro,RJ
22775,-22.969017000000004,-43.387812,rio de janeiro,RJ
22775,-22.965905556986495,-43.38999869671641,rio de janeiro,RJ
22723,-22.913384479600666,-43.392873038028696,rio de janeiro,RJ
