review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
8278360118b83106ae74ccda2f674525,0558d3449b449e4da4a5793f542d0785,4,7,,2018-07-11 00:00:00,2018-07-14 15:22:36
3a0fd124d55874a20994ba75d0f57c67,825318ce17c91088b4b6a3ece5aa5222,1,,Comprei um produto e veol outro.Aguardo providências.Favor entree em contato.,2018-06-26 00:00:00,2018-06-27 21:46:52
2deac296a2c2efa80fede1537545aed0,ad66f64c10df4649e7b50b942f5f4bd8,5,,Muito bom,2017-07-20 00:00:00,2017-07-22 21:27:16
f18f157f156e1966d869ee8ea7311bf7,325c8590cc232d3faa8e49c293e7ea2c,4,,Só foi entregue uma aliança a numeração 28 não venho,2017-06-10 00:00:00,2017-06-12 12:37:11
5984f4cbdd0a64a065fdfc7bfb4f9a44,05ae7d6bd78e2a61f4c0076a9d690aa8,5,,,2018-07-26 00:00:00,2018-07-28 20:12:24
3f1a35ff74d20ff23aea7aee995bf75f,d5df7cabf2a09710613a5ec9d089150b,5,,Otimo produto,2018-02-23 00:00:00,2018-02-25 17:30:40
5e1922a3f61d8447804eb25db1dea715,62bec84b920514dd9d777e095fb5be2b,3,,,2018-02-15 00:00:00,2018-02-18 12:25:13
55dbb62b22b044b6fe41e767fc5d8eb1,741b425678e8c634fa376c96f689256d,3,,,2018-05-24 00:00:00,2018-05-28 13:09:23
9565dc22312bfd725a3c7b801396a6d2,b038aba0da1e1ebf55076d3217291ad7,5,Ótimo,Parabéns,2018-06-09 00:00:00,2018-06-10 14:24:10
007412f8eb1f71856e2f7f09ff70e6d0,26b4d5acef7d1ea2ca51d3836df08d78,4,,,2017-03-29 00:00:00,2017-03-30 02:32:41
8993890d92c2f0f7ff4610c12c4e5c03,2a5fd2bee90721df67729d2e85221278,5,,,2018-05-25 00:00:00,2018-05-25 19:40:00
b041fa3afbc81963daf9b2fbcb209b9e,d749b12b674090063683ff90a811c2b9,5,,,2018-06-19 00:00:00,2018-06-20 13:09:26
e8e4fbf06cebc109d453f4c7c6ddc49e,0a001a3fae4c5478fd40c669ab7c7f48,5,,,2018-05-22 00:00:00,2018-05-23 00:16:03
be6c274abaca174ac78659d073753560,11a767668748212864dd19e283d26b1f,4,,otimo recomendo,2018-01-23 00:00:00,2018-01-24 12:12:55
60d8e8f93bc35bd5b6948c27d093740e,dce21447fc49b97ea255257c2bdf4d22,5,,,2017-11-25 00:00:00,2017-11-27 13:39:11
c1f14f37febaa8ed3ae8c6bd560d96fa,58dbb941e2ecf4229524cfdda3f080ec,4,,,2017-10-10 00:00:00,2017-10-10 20:59:12
3a5253f1ee3dbe252bb698ea1bdd4fb5,d36c084b5daf9cfc67fb1164f2c2bd0b,3,,,2017-10-10 00:00:00,2017-10-12 23:31:52
6c8cb1a89c16b6a260eeb253f990af5b,8eadc965ed4d6b12b39991aeeb09cd63,4,Cuidade com o clliente.,Gosrei da pontualidade e gosto muito do cuidado,,
"Que a lojas lannister tem com os seus clientes . Obrigada pela atenção.\"",2018-06-21 00:00:00,2018-06-24 12:05:59,,,,
8efe9f09b7ba5ec223c9c7303ba1b182,f376081d7c5f1767fbc7fae2d19ca32e,5,,,2017-04-01 00:00:00,2017-04-03 13:41:17
1d230d2fee41fa7b123e2d54e78e0cd9,f967e8851f01d6b40232cae3384f06c8,5,,,2018-01-25 00:00:00,2018-01-30 01:25:04
3942b2b8aa378e35f33f923bc40f6d0e,bb8b0de6aab45a9395bd46092865b6ef,5,,Produto entregue antes do prazo . Superou as espectativas !,2017-11-17 00:00:00,2017-11-18 12:11:00
47260a5f1139f2fbcb25530137ad9776,15976149b5fe6e60aaaa9a91e33ef6fa,5,,adorei a boneca a minha filha mais ainda,2018-02-09 00:00:00,2018-03-13 20:35:03
09205f7905d834e664c154b4f277c471,0519649fc6c78b0e228b6ea8e6767095,5,Otimo,"Muito bom, e rápido a entrega",,
",2018-07-25 00:00:00,2018-07-28 10:23:07",,,,,,
6da8b5c00df4189bf93c587b1a03ec4c,ada8de3a9486cea2fce7f4b00319cf3c,5,Lojas lannister,Eu gostei de comprar sim chegou no prazo certo,2018-07-25 00:00:00,2018-08-16 15:50:46
eb17f1f97de10b2ddb30f09dbb319e4a,b323a1bf3949211f3d9fbc43772534e6,4,,,2018-06-01 00:00:00,2018-06-04 18:34:00
